,Acc,Round
0,0.6786666666666666,0
1,0.735,1
2,0.6811666666666667,2
3,0.7873333333333333,3
4,0.8206666666666667,4
5,0.7381666666666666,5
6,0.839,6
7,0.8255,7
8,0.8096666666666666,8
9,0.7975,9
10,0.8431666666666666,10
11,0.6106666666666667,0
12,0.7936666666666666,1
13,0.8155,2
14,0.8098333333333333,3
15,0.78,4
16,0.7893333333333333,5
17,0.841,6
18,0.8208333333333333,7
19,0.8073333333333333,8
20,0.8188333333333333,9
21,0.7985,10
22,0.6035,0
23,0.7481666666666666,1
24,0.813,2
25,0.804,3
26,0.772,4
27,0.8218333333333333,5
28,0.8198333333333333,6
29,0.82,7
30,0.8471666666666666,8
31,0.832,9
32,0.8326666666666667,10
33,0.5696666666666667,0
34,0.7943333333333333,1
35,0.785,2
36,0.8043333333333333,3
37,0.8013333333333333,4
38,0.724,5
39,0.7835,6
40,0.8561666666666666,7
41,0.836,8
42,0.8576666666666667,9
43,0.8606666666666667,10
44,0.5038333333333334,0
45,0.7676666666666667,1
46,0.7765,2
47,0.7235,3
48,0.7738333333333334,4
49,0.746,5
50,0.6736666666666666,6
51,0.7968333333333333,7
52,0.7395,8
53,0.7023333333333334,9
54,0.7815,10
55,0.5285,0
56,0.755,1
57,0.7411666666666666,2
58,0.7535,3
59,0.7955,4
60,0.7911666666666667,5
61,0.725,6
62,0.8176666666666667,7
63,0.8216666666666667,8
64,0.7496666666666667,9
65,0.8086666666666666,10
66,0.6333333333333333,0
67,0.7908333333333334,1
68,0.7956666666666666,2
69,0.8103333333333333,3
70,0.7885,4
71,0.8198333333333333,5
72,0.834,6
73,0.807,7
74,0.8615,8
75,0.8093333333333333,9
76,0.8013333333333333,10
77,0.417,0
78,0.7581666666666667,1
79,0.8371666666666666,2
80,0.7545,3
81,0.8131666666666667,4
82,0.753,5
83,0.8168333333333333,6
84,0.8136666666666666,7
85,0.8311666666666667,8
86,0.6955,9
87,0.75,10
88,0.602,0
89,0.8088333333333333,1
90,0.7528333333333334,2
91,0.7451666666666666,3
92,0.727,4
93,0.7921666666666667,5
94,0.7843333333333333,6
95,0.8513333333333334,7
96,0.8466666666666667,8
97,0.788,9
98,0.847,10
99,0.5593333333333333,0
100,0.8185,1
101,0.7971666666666667,2
102,0.7841666666666667,3
103,0.8428333333333333,4
104,0.8448333333333333,5
105,0.8108333333333333,6
106,0.8068333333333333,7
107,0.8006666666666666,8
108,0.837,9
109,0.7446666666666667,10
